publishedAt,source,title,description,url,vader_compound
2025-08-14T04:40:18Z,Ozbargain.com.au,Boost Mobile $300 SIM Pack with 300GB 365 Days for $244 Delivered @ Cellpoint,"Boost Mobile $300 Prepaid Sim Starter Pack with 300 GB Data for $244 - Delivered @ Cellpoint Full Coverage of the Telstra Prepaid Mobile Network Sim activation expiry date is March 19, …",https://www.ozbargain.com.au/node/919595,0.6597
2025-08-14T04:35:15Z,ESPN,"Ohtani K's Trout twice, pitches into 5th in Anaheim","Shohei Ohtani returned to the Angel Stadium mound with 4⅓ innings of five-hit, four-run ball for the Dodgers on Wednesday night in his first pitching appearance in Anaheim since he left the Angels nearly two years ago.",https://www.espn.com/mlb/story/_/id/45970861/dodgers-shohei-ohtani-fans-mike-trout-twice-pitching-5th-inning-return-angels-mound,0.0
2025-08-14T04:34:42Z,Slashdot.org,Judge weighs whether Trump violated federal law by deploying National Guard to Los Angeles - AP News,Judge weighs whether Trump violated federal law by deploying National Guard to Los AngelesAP News Trial over California National Guard deployment concludes as judge questions limits of president's authorityCBS News Trial Sheds Light on Sweeping Theory Behind …,https://slashdot.org/firehose.pl?op=view&amp;id=178670884,-0.7783
2025-08-14T04:31:08Z,Financial Post,Asian shares are mixed after days of gains driven by hopes for US rate cuts,"MANILA, Philippines (AP) — Asian shares were mixed on Thursday after days of gains driven by hopes for lower U.S. interest rates, while U.S. futures slipped. In Tokyo, the Nikkei 225 fell 1.4% to 42,657.94 as investors sold to lock in recent gains that have t…",https://financialpost.com/pmn/asian-shares-are-mixed-after-days-of-gains-driven-by-hopes-for-us-rate-cuts,0.93
2025-08-14T04:25:33Z,Yahoo Entertainment,Howard scores 25 as Dream beat Storm for their sixth straight win,"Rhyne Howard scored 25 points, Allisha Gray had 22 points and 11 rebounds for her second double-double this season, and the Atlanta Dream won their sixth straight, 85-75 over the Seattle Storm on Wednesday night. Howard made three 3-pointers in the final 30 s…",https://sports.yahoo.com/article/howard-scores-25-dream-beat-042533912.html,0.9231
2025-08-14T04:23:28Z,Financial Post,"In juvenile detention, these students say they’re not learning – and it’s keeping them incarcerated","GAINESVILLE, Fla. (AP) — To earn his freedom, 15-year-old Cayden Gillespie had to complete three school assignments a day. But school had gone virtual for Cayden and other incarcerated young people in Florida. And sometimes, he didn’t understand it. One day l…",https://financialpost.com/pmn/in-juvenile-detention-these-students-say-theyre-not-learning-and-its-keeping-them-incarcerated,0.2144
2025-08-14T04:12:04Z,New York Post,"Yankees fail to sweep Twins, blow chance to gain ground in AL playoff race",Even the Yankees’ long-standing dominance of the Twins is not boundless.,https://nypost.com/2025/08/14/sports/yankees-fail-to-sweep-twins-blow-chance-to-gain-ground-in-al-playoff-race/,0.4019
2025-08-14T04:09:10Z,Biblegateway.com,"Chronological Reading for Thursday August 14, 2025 (NIV)",,https://www.biblegateway.com/reading-plans/chronological/2025/08/14/,0.0
2025-08-14T04:09:02Z,Biblegateway.com,"Old/New Testament Reading for Thursday August 14, 2025 (NIV)",,https://www.biblegateway.com/reading-plans/old-new-testament/2025/08/14/,0.0
2025-08-14T04:08:43Z,The Times of India,The phone call that made Taylor Swift cry and collapse into boyfriend Travis Kelce's arms,"Taylor Swift delighted fans by announcing her 12th studio album, The Life of a Showgirl, set to release on October 3. She also shared details on reclaiming her master recordings, revealing that her two family members led the negotiations with Shamrock Capital…",https://economictimes.indiatimes.com/magazines/panache/the-phone-call-that-made-taylor-swift-cry-and-collapse-into-boyfriend-travis-kelces-arms/articleshow/123294115.cms,0.25
2025-08-14T04:06:22Z,ClutchPoints,Tennessee football announces apparel change for first time in a decade,"Tennessee football will switch from Nike back to Adidas in 2026, marking its first apparel change in over a decade.",https://clutchpoints.com/ncaa-football/tennessee-football-news-vols-apparel-change,0.0
2025-08-14T04:05:20Z,New York Post,Liberty fade late in fourth quarter of tough road loss to Aces,"The Liberty, playing on the second night of a back-to-back, crumbled under the Aces applying pressure as the reigning champions fell 83-77.",https://nypost.com/2025/08/14/sports/liberty-fade-late-in-fourth-quarter-of-tough-road-loss-to-aces/,0.7906
2025-08-14T04:02:14Z,Yahoo Entertainment,Jewell Loyd scores 21 off the bench as Aces beat Liberty 83-77 for fifth straight win,Jewell Loyd had 21 points and five 3-pointers off the bench and the Las Vegas Aces beat the New York Liberty 83-77 on Wednesday night for their fifth...,https://sports.yahoo.com/article/jewell-loyd-scores-21-off-040214105.html,0.91
2025-08-14T04:00:00Z,Human Rights Watch,Iran: Detainees Ill-Treated and Disappeared After Israeli Evin Prison Attack,"Click to expand Image
 



 
 
 

 
 
 
 
 A room in Evin prison’s medical clinic showing significant damage after the June 23 Israeli strikes, raising healthcare concerns for the hundreds of prisoners whom authorities returned to Evin on August 8. Photo take…",https://www.hrw.org/news/2025/08/14/iran-detainees-ill-treated-and-disappeared-after-israeli-evin-prison-attack,-0.9217
2025-08-14T04:00:00Z,Yahoo Entertainment,AP Top Olympic News at 12:22 a.m. EDT,Mondo Duplantis raises his pole vault world record to 6.29 meters in Budapest,https://sports.yahoo.com/article/ap-top-olympic-news-12-040000039.html,0.2023
2025-08-14T03:59:25Z,Paul Tan's Automotive News,"2025 Denza D9 EV MPV review in Malaysia – RM259k-309k, should the Toyota Alphard/Vellfire be worried?","Launched in Malaysia half a year ago, the Denza D9 quickly rose to become one of the country’s best-selling EV MPVs, currently second only to the BYD M6. According to the latest road transport department […]
The post 2025 Denza D9 EV MPV review in Malaysia – …",https://paultan.org/2025/08/14/2025-denza-d9-ev-mpv-review-in-malaysia-rm259k-309k-should-the-toyota-alphard-vellfire-be-worried/,0.128
2025-08-14T03:53:58Z,Yahoo Entertainment,Joe Ryan throws 6 2/3 innings in Twins' 4-1 victory over the Yankees,"Joe Ryan allowed a run and four hits in 6 2/3 innings and the Minnesota Twins beat the Yankees 4-1 on Wednesday night, breaking a nine-game losing streak to New York. Ryan (12-5) allowed only a homer to Cody Bellinger in the game that was delayed at the start…",https://sports.yahoo.com/article/joe-ryan-throws-6-2-035358047.html,-0.5423
2025-08-14T03:49:10Z,Israelnationalnews.com,"Report: Harvard, Trump administration close to massive settlement over antisemitism","Harvard is reportedly nearing a $500 million settlement with the Trump administration to end investigations and restore federal funding, ending standoff over antisemitism probes, academic freedom, and the university’s refusal to meet demands.",https://www.israelnationalnews.com/news/413251,0.7506
2025-08-14T03:30:35Z,WISHTV.com,DC residents protest as White House says federal agents will be on patrol 24/7,"Residents in one Washington, D.C., neighborhood lined up Wednesday to protest the increased police presence.",https://www.wishtv.com/news/politics/dc-residents-protest-as-white-house-says-federal-agents-will-be-on-patrol-24-7/,-0.2263
2025-08-14T03:18:22Z,Tistory.com,"러시아 푸틴, 돈바스 영토와 제재 해제 없이 종전 동의 안 할 수도","There will be a time and place for a Trump-Putin summit. But it’s unlikely to be this week in Alaska, says @MarcChampion1 . Here’s why ️ pic.twitter.com/K6hjY5PJFD— Bloomberg Opinion (@opinion) August 12, 2025 미 에너지부(DoE), 미국 핵심 광물·소재 공급망 확보에 투입될 총 10억 달러 펀…",https://ryueyes11.tistory.com/511774,0.0
2025-08-14T03:16:09Z,New York Post,"Bryan Kohberger called his mom on way home from Idaho killings, again on his way to visit crime scene: report","Kohberger, 30, called his mother, Maryann Kohberger, at 6:17 a.m. on Nov. 13, 2022, when arriving at his Washington State University campus home after the quadruple killing.",https://nypost.com/2025/08/13/us-news/idaho-killer-bryan-kohberger-called-his-mom-on-way-home-from-slaying-and-again-on-his-way-to-visit-crime-scene-report/,-0.9246
2025-08-14T03:13:38Z,HuffPost,Melania Trump Demands Hunter Biden Retract 'Extremely Salacious' Epstein Comments,First lady Melania Trump is demanding that Hunter Biden retract comments linking her to sex trafficker Jeffrey Epstein.,https://www.huffpost.com/entry/melania-trump-hunter-biden-jeffrey-epstein_n_689d5400e4b0ba345d660517,-0.2263
2025-08-14T03:12:45Z,ClutchPoints,"Exclusive: Rising 2028 QB liking potential fit at SMU, Penn State and Georgia","Treyvone Towns of Oaks Christian tells ClutchPoints why SMU, Penn State and Georgia are standing out early for him.",https://clutchpoints.com/ncaa-football/exclusive-rising-2028-qb-liking-potential-fit-at-smu-penn-state-and-georgia,0.6908
2025-08-14T03:10:00Z,The Japan Times,Thailand’s Delta sees AI boom boosting sales for coming years,"The maker of components for data centers and electric vehicles is boosting investment to fuel its expansion, CEO Victor Cheng said.",https://www.japantimes.co.jp/business/2025/08/14/tech/thailand-delta-ai-boom/,0.5859
2025-08-14T03:09:00Z,The Japan Times,Chinese investors eyeing Indonesia to avoid tariffs and tap local market,"Indonesia, Southeast Asia's biggest economy and the world's fourth most populous country, has an edge over its neighbors — the potential of its vast consumer market.",https://www.japantimes.co.jp/business/2025/08/14/markets/chinese-investors-indonesia-us-tariffs/,-0.296
2025-08-14T03:05:09Z,ClutchPoints,Why Oregon football will finish better than first AP Top 25 Poll ranking,"The Oregon football team is ranked No. 7 in the AP Poll to start the year, but the Ducks will finish inside the top five.",https://clutchpoints.com/ncaa-football/why-oregon-football-finish-better-than-first-ap-top-25-poll-ranking,0.4497
2025-08-14T02:55:11Z,Slashdot.org,9 people plead not guilty in a Texas elections probe involving ‘vote harvesting’ - AP News,9 people plead not guilty in a Texas elections probe involving &lsquo;vote harvesting&rsquo;AP News View Full Coverage on Google News ...,https://slashdot.org/firehose.pl?op=view&amp;id=178670314,0.5667
2025-08-14T02:53:02Z,Newsweek,Man Accused of Assaulting Border Agent With a Sandwich in D.C.,"The suspect shouted obscenities at the federal officer, then hurled the sandwich, a court filing says.",https://www.newsweek.com/washington-federal-officer-sandwich-2113243,-0.7717
2025-08-14T02:51:13Z,CNN,Kim Jong Un’s powerful sister turns up the volume on loudspeaker standoff with South Korea | CNN,"The powerful sister of North Korean leader Kim Jong Un on Thursday dismissed South Korean claims the North is removing some of its loudspeakers along the inter-Korean border, mocking the government in Seoul for clinging to hopes of renewed diplomacy between t…",https://www.cnn.com/2025/08/13/asia/north-korea-kim-yo-jong-loudspeakers-intl-hnk,0.6908
2025-08-14T02:50:51Z,New York Post,Cubs catcher Miguel Amaya carted off field after scary leg injury,The injury occurred in the top of the eighth inning after Amaya hit a chopper to shortstop and was attempting to beat out the throw at first at Rogers Centre on Wednesday night.,https://nypost.com/2025/08/13/sports/cubs-catcher-miguel-amaya-carted-off-field-after-scary-injury/,-0.7906
2025-08-14T02:44:26Z,Breitbart News,7 Nations Endorse Trump for Nobel Peace Price: 'President of Peace',"At least seven nations across the Middle East, Asia, and Africa have called for President Donald Trump to receive a Nobel Peace Prize, with the White House celebrating the endorsements as proof that he is the ""President of PEACE.""
The post 7 Nations Endorse T…",https://www.breitbart.com/politics/2025/08/13/7-nations-endorse-trump-for-nobel-peace-price-president-of-peace/,0.9559
2025-08-14T02:30:18Z,Yahoo Entertainment,Rookie Troy Melton allows 1 hit as Tigers beat White Sox to win series,"Rookie Troy Melton allowed one hit in five innings and three Detroit Tigers relievers maintained a shutout of the Chicago White Sox in a 1-0 win on Wednesday. It was a series-clinching win for the Tigers, who advanced to 70-52 and extended a narrow lead over …",https://sports.yahoo.com/article/rookie-troy-melton-allows-1-023018044.html,0.9371
2025-08-14T02:29:34Z,Yahoo Entertainment,Leila Lacan scores 17 in 6th start this season and the Sun beat the Sky to snap 5-game skid,"Leila Lacan scored 17 points in her sixth start this season, Tina Charles added 15 points and the Connecticut Sun beat the Chicago Sky 71-62 on Wednesday...",https://sports.yahoo.com/article/leila-lacan-scores-17-6th-022934712.html,0.0
2025-08-14T02:26:03Z,Yahoo Entertainment,"Burton scores career-high 30, Valkyries hit franchise-record 15 3s in 88-83 win over Mystics","Veronica Burton hit six 3-pointers and scored 30 points — both career highs — Cecilia Zandalasini also made six 3s and finished with 20 points, and the...",https://sports.yahoo.com/article/burton-scores-career-high-30-022603663.html,0.5859
2025-08-14T02:24:07Z,Freerepublic.com,"U.S. national debt reaches a record $37 trillion, the Treasury Department reports","The U.S. government’s gross national debt has surpassed $37 trillion, a record number that highlights the accelerating debt on America’s balance sheet and increased cost pressures on taxpayers. The $37 trillion update is found in the latest Treasury Departmen…",https://freerepublic.com/focus/f-news/4334489/posts,-0.7717
2025-08-14T02:08:44Z,Yahoo Entertainment,John Daly's son among winners in first round of US Amateur at Olympic Club,"The son of two-time major champion John Daly was among 32 players who won their matches Wednesday in the first round of match play at the U.S. Amateur, where five of the top 10 amateurs in the world also advanced at The Olympic Club. John Daly II, a senior-to…",https://sports.yahoo.com/article/john-dalys-son-among-winners-020844516.html,0.9423
